papel,cotacao,pl,pvp,psr,dy,pa,pcg,pebit,pacl,evebit,evebitda,mrgebit,mrgliq,roic,roe,liqc,liq2m,patrliq,divbpatr,c5y
TBLE6,10.65,4.7,1.08,0.751,0.0,0.219,4.5,1.52,-0.39,4.12,3.46,0.4946,0.16,0.16190000000000002,0.23,1.26,0.0,8044930000.0,2.32,0.1027
TCNO3,1.2,-6.81,-8.4,0.0,0.0,0.034,-0.08,-2.87,-0.04,-15.11,-17.45,0.0,0.0,-0.0159,1.2336,0.28,440.95,-946000.0,-35.76,-0.3239
TCNO4,0.85,-4.82,-5.95,0.0,0.0,0.024,-0.06,-2.04,-0.03,-14.27,-16.48,0.0,0.0,-0.0159,1.2336,0.28,930.14,-946000.0,-35.76,-0.3239
TCOC3,38.85,14.9,1.8,2.225,0.0,1.307,3.78,14.48,4.39,12.23,12.23,0.1537,0.1493,0.1398,0.1206,2.53,0.0,2812920000.0,0.04,0.1671
TCOC4,27.2,10.43,1.26,1.558,0.0,0.915,2.65,10.14,3.07,7.89,7.89,0.1537,0.1493,0.1398,0.1206,2.53,0.0,2812920000.0,0.04,0.1671
TCSA3,2.7,-2.7,0.35,1.086,0.0,0.129,0.37,-2.63,-2.36,-8.48,-10.12,-0.413,-0.4047,-0.053899999999999997,-0.1281,3.12,675794.0,575508000.0,1.0,-0.0383
TCSL4,7.82,9.95,0.83,1.105,0.0,0.475,8.93,5.69,-2.2,5.61,2.18,0.19440000000000002,0.11109999999999999,0.0967,0.0833,1.34,0.0,22847800000.0,0.14,0.0229
TDBH3,0.56,-15.81,1.08,0.769,0.0,0.688,-5.22,7.4,-4.8,8.91,8.91,0.1038,-0.048600000000000004,0.1048,-0.06849999999999999,0.63,0.0,554115000.0,0.27,0.3574
TDBH4,0.66,-18.63,1.28,0.906,0.0,0.811,-6.15,8.73,-5.66,10.23,10.23,0.1038,-0.048600000000000004,0.1048,-0.06849999999999999,0.63,0.0,554115000.0,0.27,0.3574
TECN3,2.27,4.66,0.49,0.477,0.037599999999999995,0.268,0.54,2.54,1.4,3.05,3.43,0.18780000000000002,0.1023,0.1334,0.1058,4.28,910671.0,342793000.0,0.36,0.0242
TEFC11,35.5,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,3.45,3.45,0.2354,0.1418,0.1485,0.4672,0.61,0.0,45856000000.0,2.95,0.1291
TEKA3,8.23,-0.04,-0.0,0.016,0.0,0.004,-0.0,0.84,-0.0,124.06,65.06,0.0191,-0.39899999999999997,0.0075,0.054900000000000004,0.04,0.0,-1881150000.0,-0.32,0.1707
TEKA4,23.0,-0.11,-0.01,0.045,0.0,0.011,-0.0,2.34,-0.0,125.57,65.85,0.0191,-0.39899999999999997,0.0075,0.054900000000000004,0.04,67161.2,-1881150000.0,-0.32,0.1707
TELB3,17.4,-7.78,0.71,3.434,0.0,0.294,0.98,-4.13,-1.4,-0.77,-5.0,-0.8306,-0.4411,-0.1025,-0.0915,4.98,38504.6,1657470000.0,0.11,0.5899
TELB4,10.58,-4.73,0.43,2.088,0.0,0.179,0.59,-2.51,-0.85,0.85,5.47,-0.8306,-0.4411,-0.1025,-0.0915,4.98,46279.4,1657470000.0,0.11,0.5899
TEMP3,4.15,11.64,4.92,0.98,0.0,2.014,9.98,10.6,19.39,9.55,7.74,0.0925,0.0842,0.34490000000000004,0.4227,1.41,0.0,135736000.0,0.23,-0.1311
TEND3,4.61,-0.73,0.57,0.209,0.0,0.112,1.02,-1.45,-0.3,-3.87,-4.62,-0.14400000000000002,-0.29100000000000004,-0.0964,-0.7831999999999999,1.34,20733900.0,843680000.0,1.8,0.1185
TENE5,0.5,-0.0,-0.0,0.0,0.0,0.004,-0.1,-0.05,-0.0,-0.86,-1.58,0.0,0.0,-0.07780000000000001,0.1369,0.01,0.0,-103482000.0,-0.01,0.0
TENE7,9.8,-0.08,-0.01,0.0,0.0,0.071,-2.0,-0.92,-0.01,-1.73,-3.17,0.0,0.0,-0.07780000000000001,0.1369,0.01,0.0,-103482000.0,-0.01,0.0
TERI3,64.28,-8.83,0.29,0.107,0.0,0.081,7.9,7.2,-0.26,39.56,39.56,0.0149,-0.0191,0.0125,-0.0327,1.03,0.0,3641000000.0,1.43,0.0794
TESA3,48.0,-13.3,1.62,1.007,0.0,0.523,-11.1,9.41,-1.35,15.25,10.09,0.10710000000000001,-0.0758,0.0642,-0.12179999999999999,0.86,0.0,858223000.0,1.04,0.1548
TFCO4,10.45,17.24,5.25,3.127,0.0113,3.228,6.42,13.89,9.51,14.19,13.59,0.22510000000000002,0.1814,0.2826,0.3045,3.27,3050630.0,317938000.0,0.28,0.3197
TGMA3,21.25,10.63,1.9,1.108,0.0528,1.355,5.06,8.62,7.06,8.56,7.54,0.1285,0.1043,0.1875,0.1793,2.26,6568300.0,736379000.0,0.17,-0.0176
TIET11,17.44,6.09,3.13,3.01,0.0,0.638,1434.52,5.02,-1.05,8.78,6.62,0.5992999999999999,0.4991,0.13970000000000002,0.5145000000000001,1.0,0.0,2222740000.0,2.67,0.0776
TIET3,3.49,6.09,3.13,3.012,0.0,0.638,1435.34,5.03,-1.05,8.78,6.63,0.5992999999999999,0.4991,0.13970000000000002,0.5145000000000001,1.0,0.0,2222740000.0,2.67,0.0776
TIET4,3.51,6.13,3.15,3.029,0.0,0.642,1443.57,5.06,-1.05,8.81,6.65,0.5992999999999999,0.4991,0.13970000000000002,0.5145000000000001,1.0,0.0,2222740000.0,2.67,0.0776
TIMP3,13.46,17.13,1.43,1.903,0.0,0.818,15.37,9.79,-3.78,9.72,3.77,0.19440000000000002,0.11109999999999999,0.0967,0.0833,1.34,0.0,22847800000.0,0.14,0.0229
TIMS3,12.3,13.86,1.18,1.452,0.047,0.544,-30.22,8.62,-1.49,8.93,3.13,0.1685,0.1047,0.0738,0.0849,0.9,103199000.0,25295800000.0,0.19,0.0926
TKNO4,65.0,3.67,0.72,0.586,0.1476,0.512,1.48,4.65,1.67,3.7,3.29,0.1261,0.1595,0.1456,0.1971,2.35,1184.26,264665000.0,0.01,0.2888
TLCP3,48.0,-5.02,1.76,0.824,0.0,0.533,-2.76,-26.61,-1.33,-43.86,-43.86,-0.031,-0.16399999999999998,-0.0252,-0.3504,0.61,0.0,262979000.0,1.21,0.0909
TLCP4,34.11,-3.57,1.25,0.586,0.0,0.379,-1.96,-18.91,-0.95,-36.16,-36.16,-0.031,-0.16399999999999998,-0.0252,-0.3504,0.61,0.0,262979000.0,1.21,0.0909
TMAR3,62.0,166.16,1.04,0.765,0.0,0.268,2.2,5.96,-0.74,10.21,3.96,0.1284,-0.0042,0.057800000000000004,0.0063,1.62,0.0,20448500000.0,1.38,0.14800000000000002
TMAR5,42.67,114.35,0.72,0.527,0.0,0.184,1.51,4.1,-0.51,8.35,3.24,0.1284,-0.0042,0.057800000000000004,0.0063,1.62,0.0,20448500000.0,1.38,0.14800000000000002
TMAR6,42.01,112.59,0.71,0.519,0.0,0.181,1.49,4.04,-0.5,8.29,3.21,0.1284,-0.0042,0.057800000000000004,0.0063,1.62,0.0,20448500000.0,1.38,0.14800000000000002
TMCP3,56.0,18.58,1.38,1.525,0.0,0.937,3.85,24.25,4.74,19.68,19.68,0.0629,0.0975,0.0554,0.07440000000000001,2.3,0.0,1798930000.0,0.03,0.10490000000000001
TMCP4,58.2,19.31,1.44,1.585,0.0,0.973,4.0,25.21,4.92,20.63,20.63,0.0629,0.0975,0.0554,0.07440000000000001,2.3,0.0,1798930000.0,0.03,0.10490000000000001
TMGC11,900.0,14.26,1.83,1.309,0.0,1.26,7.62,20.08,13.46,18.75,18.75,0.0652,0.09179999999999999,0.0873,0.1283,1.69,0.0,1167010000.0,0.05,0.10490000000000001
TMGC12,550.0,8.71,1.12,0.8,0.0,0.77,4.66,12.27,8.22,10.94,10.94,0.0652,0.09179999999999999,0.0873,0.1283,1.69,0.0,1167010000.0,0.05,0.10490000000000001
TMGC13,966.14,15.31,1.96,1.406,0.0,1.353,8.18,21.56,14.45,20.23,20.23,0.0652,0.09179999999999999,0.0873,0.1283,1.69,0.0,1167010000.0,0.05,0.10490000000000001
TMGC3,1500.0,23.77,3.05,2.182,0.0,2.101,12.7,33.47,22.43,32.14,32.14,0.0652,0.09179999999999999,0.0873,0.1283,1.69,0.0,1167010000.0,0.05,0.10490000000000001
TMGC7,800.01,12.68,1.63,1.164,0.0,1.12,6.77,17.85,11.96,16.52,16.52,0.0652,0.09179999999999999,0.0873,0.1283,1.69,0.0,1167010000.0,0.05,0.10490000000000001
TNCP3,184.85,14.59,2.52,3.129,0.0,1.717,53.3,12.0,-22.58,12.03,8.83,0.2608,0.2144,0.1648,0.1729,1.15,0.0,13081500000.0,0.09,0.9779000000000001
TNCP4,182.6,14.42,2.49,3.091,0.0,1.696,52.65,11.85,-22.3,11.88,8.72,0.2608,0.2144,0.1648,0.1729,1.15,0.0,13081500000.0,0.09,0.9779000000000001
TNEP3,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.09,-1.09,0.20920000000000002,0.25420000000000004,0.2053,0.228,2.39,0.0,955105000.0,0.06,0.0815
TNEP4,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.09,-1.09,0.20920000000000002,0.25420000000000004,0.2053,0.228,2.39,0.0,955105000.0,0.06,0.0815
TNLP3,27.75,35.39,0.96,0.468,0.0,0.17,1.76,4.63,-0.45,10.31,10.31,0.1012,-0.0007000000000000001,0.0458,0.027200000000000002,1.48,0.0,13736000000.0,2.02,0.1539
TNLP4,20.36,25.96,0.71,0.344,0.0,0.125,1.29,3.4,-0.33,9.07,9.07,0.1012,-0.0007000000000000001,0.0458,0.027200000000000002,1.48,0.0,13736000000.0,2.02,0.1539
TOTS3,28.35,37.15,3.94,4.615,0.008100000000000001,1.651,5.7,13.2,45.33,12.58,10.61,0.3497,0.1308,0.16690000000000002,0.106,1.96,164122000.0,4441630000.0,0.39,0.1379
TOYB3,2.29,-43.94,-4.97,4.815,0.0,4.035,-5.93,-8.28,-3.5,-8.39,-8.87,-0.5816,-0.1096,-0.5936,0.1131,0.49,0.0,-13852000.0,-0.07,-0.2699
TOYB4,2.5,-47.96,-5.43,5.256,0.0,4.405,-6.47,-9.04,-3.83,-9.15,-9.67,-0.5816,-0.1096,-0.5936,0.1131,0.49,0.0,-13852000.0,-0.07,-0.2699
TPIS3,0.91,-58.65,0.17,0.14,0.020499999999999997,0.053,-0.48,0.8,-0.08,8.96,4.07,0.17579999999999998,-0.0045000000000000005,0.0696,-0.0029,0.34,597317.0,926523000.0,1.85,-0.0166
TPRC3,113.5,0.14,0.01,0.016,0.0,0.007,0.13,0.08,-0.03,0.01,0.0,0.19440000000000002,0.11109999999999999,0.0967,0.0833,1.34,0.0,22847800000.0,0.14,0.0229
TPRC6,105.0,0.13,0.01,0.015,0.0,0.006,0.12,0.08,-0.03,0.0,0.0,0.19440000000000002,0.11109999999999999,0.0967,0.0833,1.34,0.0,22847800000.0,0.14,0.0229
TRAD3,2.41,-22.08,1.18,7.089,0.0001,1.109,3.29,-8.15,3.31,-5.64,-7.01,-0.8698,-0.319,-0.2097,-0.0535,6.95,2795010.0,571473000.0,0.01,0.0
TRFO3,4.53,10.32,2.58,0.804,0.0,1.039,4.65,5.52,7.37,5.12,5.12,0.1458,0.078,0.2763,0.2501,1.43,0.0,76165000.0,0.26,0.16469999999999999
TRFO4,4.7,10.7,2.68,0.835,0.0,1.078,4.82,5.73,7.65,5.33,5.33,0.1458,0.078,0.2763,0.2501,1.43,0.0,76165000.0,0.26,0.16469999999999999
TRIS3,3.61,11.71,0.54,0.926,0.0608,0.292,0.63,6.83,1.55,11.42,11.25,0.13570000000000002,0.08259999999999999,0.048799999999999996,0.046,3.93,4626630.0,1250420000.0,0.54,0.08539999999999999
TROR3,2.63,-0.03,-0.01,0.598,0.0,0.532,-0.01,-6.57,-0.01,-728.92,-728.92,-0.0911,-17.4552,-0.0977,0.2114,0.01,0.0,-1959650000.0,-0.8,0.0634
TROR4,1.56,-0.02,-0.0,0.355,0.0,0.316,-0.0,-3.9,-0.0,-726.24,-726.24,-0.0911,-17.4552,-0.0977,0.2114,0.01,0.0,-1959650000.0,-0.8,0.0634
TRPL3,29.94,7.64,1.23,3.488,0.0,0.615,5.13,5.75,-1.83,7.72,7.66,0.607,0.46509999999999996,0.11220000000000001,0.1607,5.29,72812.4,16073700000.0,0.51,0.1887
TRPL4,23.65,6.03,0.97,2.755,0.0,0.485,4.06,4.54,-1.44,6.51,6.46,0.607,0.46509999999999996,0.11220000000000001,0.1607,5.29,53344800.0,16073700000.0,0.51,0.1887
TRPN3,0.71,0.44,0.54,0.263,1.0473999999999999,0.399,0.59,0.36,0.59,-0.35,-0.35,0.7228,0.5929,5.2301,1.2235,3.61,0.0,59358000.0,0.0,0.057699999999999994
TSEP3,40.0,33.05,1.79,1.768,0.0,1.25,5.24,20.44,6.11,17.91,17.91,0.08650000000000001,0.0535,0.091,0.054299999999999994,1.88,0.0,2047020000.0,0.0,0.045
TSEP4,29.01,23.97,1.3,1.282,0.0,0.906,3.8,14.82,4.43,12.29,12.29,0.08650000000000001,0.0535,0.091,0.054299999999999994,1.88,0.0,2047020000.0,0.0,0.045
TSPP3,12.6,1.72,0.51,0.262,0.0,0.225,-5.59,1.19,-0.91,1.63,1.63,0.22010000000000002,0.152,0.23920000000000002,0.2988,0.89,0.0,9816290000.0,0.35,0.1306
TSPP4,9.05,1.24,0.37,0.188,0.0,0.162,-4.02,0.85,-0.65,1.3,1.3,0.22010000000000002,0.152,0.23920000000000002,0.2988,0.89,0.0,9816290000.0,0.35,0.1306
TTEN3,9.38,9.05,1.8,0.731,0.0016,0.799,2.91,13.27,4.68,13.05,11.88,0.055099999999999996,0.0808,0.1304,0.1984,1.61,15608200.0,2592340000.0,0.44,0.0
TUPY3,27.23,7.63,1.26,0.407,0.0139,0.438,1.04,4.41,18.53,6.14,4.36,0.09230000000000001,0.0526,0.1553,0.1655,2.66,25952800.0,3107290000.0,1.13,0.1827
TUPY4,48.21,13.52,2.24,0.721,0.0,0.775,1.83,7.8,32.81,9.54,6.76,0.09230000000000001,0.0526,0.1553,0.1655,2.66,0.0,3107290000.0,1.13,0.1827
TVIT3,19.3,23.46,5.45,1.705,0.0,2.424,175.42,16.02,-12.72,17.14,17.14,0.10640000000000001,0.0727,0.17579999999999998,0.2324,1.04,0.0,314984000.0,0.56,0.0
TXRX3,16.21,-3.68,-0.21,0.343,0.0,0.271,-0.37,2.2,-0.15,12.17,10.51,0.1555,-0.0931,0.1723,0.056799999999999996,0.42,0.0,-329828000.0,-0.95,0.23329999999999998
TXRX4,3.01,-0.68,-0.04,0.064,0.0,0.05,-0.07,0.41,-0.03,10.37,8.96,0.1555,-0.0931,0.1723,0.056799999999999996,0.42,2897.7,-329828000.0,-0.95,0.23329999999999998
UBBR11,14.75,1201.81,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,10317200000.0,0.0,0.1058
UBBR3,18.0,1466.61,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,10317200000.0,0.0,0.1058
UBBR4,7.49,610.27,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,10317200000.0,0.0,0.1058
UCAS3,2.53,4.44,0.85,0.663,0.0718,0.553,4.63,7.53,7.68,6.47,4.47,0.08800000000000001,0.1492,0.087,0.19190000000000002,1.39,130189.0,196055000.0,0.06,0.1475
UCOP4,6.5,18.01,1.3,19.05,0.0,0.844,5.14,22.7,-8.61,24.17,41.56,0.8392000000000001,1.1051,0.0391,0.0723,13.37,0.0,972713000.0,0.16,0.0925
UGPA3,12.84,10.54,1.31,0.108,0.0454,0.42,2.41,6.25,-2.58,9.69,7.52,0.0172,0.0105,0.10369999999999999,0.1245,1.53,105815000.0,10911400000.0,1.26,0.1048
UGPA4,27.1,22.25,2.77,0.227,0.0,0.887,5.09,13.2,-5.44,16.63,12.91,0.0172,0.0105,0.10369999999999999,0.1245,1.53,0.0,10911400000.0,1.26,0.1048
UNIP3,81.87,4.57,3.02,1.083,0.1522,1.318,5.37,2.92,-16.55,2.85,2.63,0.3712,0.2386,0.6493000000000001,0.6605,2.06,1760700.0,2818630000.0,0.51,0.2546
UNIP5,94.95,5.3,3.5,1.256,0.14429999999999998,1.528,6.22,3.38,-19.19,3.32,3.06,0.3712,0.2386,0.6493000000000001,0.6605,2.06,41244.1,2818630000.0,0.51,0.2546
UNIP6,89.7,5.0,3.31,1.186,0.1528,1.444,5.88,3.2,-18.13,3.13,2.89,0.3712,0.2386,0.6493000000000001,0.6605,2.06,21646300.0,2818630000.0,0.51,0.2546
UOLL4,19.62,43.52,2.35,2.054,0.0,1.403,457.14,15.14,-12.83,16.49,16.49,0.1356,0.046900000000000004,0.1057,0.054000000000000006,1.01,0.0,1003690000.0,0.23,0.21989999999999998
USIM3,7.15,1.79,0.37,0.273,0.08,0.219,0.57,1.57,1.3,1.74,1.5,0.17350000000000002,0.1649,0.17350000000000002,0.2061,4.16,3739270.0,24292200000.0,0.25,0.2919
USIM5,6.92,1.73,0.36,0.264,0.0909,0.212,0.55,1.52,1.26,1.69,1.46,0.17350000000000002,0.1649,0.17350000000000002,0.2061,4.16,163291000.0,24292200000.0,0.25,0.2919
USIM6,14.51,3.63,0.75,0.553,0.0434,0.444,1.15,3.19,2.64,3.36,2.9,0.17350000000000002,0.1649,0.17350000000000002,0.2061,4.16,180.3,24292200000.0,0.25,0.2919
VAGV3,1.14,-0.05,-0.01,0.014,0.0,0.037,-0.08,-0.27,-0.01,-8.9,-8.9,-0.0508,-0.2929,-0.1514,0.2073,0.52,0.0,-8194580000.0,-0.31,0.0106
VAGV4,1.02,-0.04,-0.01,0.012,0.0,0.033,-0.07,-0.24,-0.01,-8.87,-8.87,-0.0508,-0.2929,-0.1514,0.2073,0.52,0.0,-8194580000.0,-0.31,0.0106
VALE3,86.32,3.86,2.3,1.764,0.0908,0.946,82.22,3.62,-2.38,3.95,3.47,0.48719999999999997,0.4593,0.2983,0.5945,1.07,2811120000.0,179538000000.0,0.37,0.2163
VALE5,33.36,1.49,0.89,0.682,0.0,0.366,31.78,1.4,-0.92,1.73,1.52,0.48719999999999997,0.4593,0.2983,0.5945,1.07,0.0,179538000000.0,0.37,0.2163
VAMO3,12.65,24.33,3.55,2.996,0.0,0.846,5.94,9.36,-2.0,12.47,10.35,0.32,0.1229,0.1331,0.1458,1.72,62579200.0,3655760000.0,2.04,0.7506999999999999
VBBR3,15.75,9.19,1.45,0.104,0.054400000000000004,0.464,1.65,3.82,-2.85,6.53,5.86,0.0273,0.011399999999999999,0.1456,0.158,2.19,184505000.0,12636000000.0,1.28,0.1496
VCPA4,26.01,4.72,1.02,0.789,0.0,0.353,3.76,2.01,-1.0,4.05,2.99,0.3918,0.1675,0.22949999999999998,0.2157,1.46,0.0,14149000000.0,1.46,0.2271
VGOR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77,6.77,0.045,-0.045899999999999996,0.06,-0.2429,1.04,0.0,135178000.0,1.89,0.04769999999999999
VGOR4,5.87,-29.58,7.18,1.229,0.0,1.468,113.97,27.32,-3.22,34.09,34.09,0.045,-0.045899999999999996,0.06,-0.2429,1.04,0.0,135178000.0,1.89,0.04769999999999999
VIGR3,25.0,36.57,2.55,0.763,0.0,0.899,11.45,12.39,-5.02,15.2,22.95,0.0616,0.022799999999999997,0.0906,0.0698,1.26,0.0,1593560000.0,0.84,0.5472
VIIA3,2.56,-27.28,0.74,0.136,0.0,0.12,-1.16,1.92,-0.31,5.71,3.76,0.0707,-0.005,0.083,-0.027200000000000002,0.81,211834000.0,5505000000.0,1.69,0.0475
VINE3,17.2,4.04,0.65,0.577,0.0,0.34,1.38,4.52,7.6,7.4,5.54,0.1276,0.1442,0.0862,0.16140000000000002,1.91,0.0,1118520000.0,0.6,0.022099999999999998
VINE5,17.64,4.14,0.67,0.592,0.0,0.349,1.41,4.64,7.8,7.52,5.63,0.1276,0.1442,0.0862,0.16140000000000002,1.91,0.0,1118520000.0,0.6,0.022099999999999998
VITT3,13.15,13.22,2.83,2.108,0.0278,1.953,5.64,10.77,5.32,11.82,10.97,0.19579999999999997,0.158,0.2054,0.2145,2.06,2900260.0,663557000.0,0.4,0.2633
VIVA3,21.42,15.32,3.19,2.713,0.0154,1.888,5.22,14.82,12.52,14.89,11.41,0.18309999999999998,0.1771,0.1496,0.2084,2.83,30395600.0,1584370000.0,0.15,0.3699
VIVO3,65.79,8.99,2.69,1.366,0.0,1.175,-29.21,6.21,-4.74,6.65,6.65,0.22010000000000002,0.152,0.23920000000000002,0.2988,0.89,0.0,9816290000.0,0.35,0.1306
VIVO4,71.8,9.81,2.93,1.491,0.0,1.282,-31.87,6.78,-5.17,7.22,7.22,0.22010000000000002,0.152,0.23920000000000002,0.2988,0.89,0.0,9816290000.0,0.35,0.1306
VIVR3,0.48,-2.94,-0.53,0.986,0.0,0.29,-0.55,-4.15,-0.29,-14.37,-15.26,-0.2376,-0.3323,-0.07490000000000001,0.1796,0.51,5051320.0,-174609000.0,-1.38,0.4976
VIVT3,38.46,11.53,0.93,1.376,0.08869999999999999,0.527,-17.46,11.35,-2.01,13.76,4.31,0.12119999999999999,0.1186,0.052300000000000006,0.081,0.85,114128000.0,69092700000.0,0.29,0.0149
VIVT4,45.34,13.59,1.1,1.622,0.0,0.621,-20.59,13.38,-2.37,15.79,4.95,0.12119999999999999,0.1186,0.052300000000000006,0.081,0.85,0.0,69092700000.0,0.29,0.0149
VLID3,9.27,26.18,0.61,0.366,0.030699999999999998,0.25,1.05,2.38,-4.87,4.6,3.31,0.1537,0.0126,0.1268,0.0233,1.83,3197620.0,1273440000.0,0.87,0.0584
VNET3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13712300000.0,0.0,-0.10830000000000001
VPSC3,6.03,-0.03,2.59,0.017,0.0,0.02,-0.03,-0.08,-0.04,-0.15,-0.15,-0.22820000000000001,-0.5589999999999999,-0.28559999999999997,-82.4683,0.43,0.0,1232000.0,6.15,-0.1002
VPSC4,9.99,-0.05,4.3,0.029,0.0,0.033,-0.06,-0.13,-0.06,-0.2,-0.2,-0.22820000000000001,-0.5589999999999999,-0.28559999999999997,-82.4683,0.43,0.0,1232000.0,6.15,-0.1002
VPTA3,5.0,-0.03,-0.0,0.124,0.0,0.026,-0.01,-0.06,-0.0,-6.82,-6.82,-1.9357,-3.9638,-0.45,0.1011,0.23,0.0,-867658000.0,-0.34,-0.5891
VPTA4,10.5,-0.07,-0.01,0.26,0.0,0.054,-0.02,-0.13,-0.01,-6.89,-6.89,-1.9357,-3.9638,-0.45,0.1011,0.23,0.0,-867658000.0,-0.34,-0.5891
VSPT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4154750000.0,0.0,0.16260000000000002
VTLM3,0.79,-2.07,-0.65,390.404,0.0,53.237,-0.72,-2.88,-0.64,-2.88,-2.94,-135.485,-188.606,5.2170000000000005,0.3147,0.0,0.0,-19776000.0,0.0,0.43479999999999996
VULC3,12.98,9.47,1.98,1.319,0.0285,1.343,3.18,8.29,3.77,8.67,7.19,0.1592,0.1393,0.19039999999999999,0.2091,2.65,6890790.0,1610780000.0,0.22,0.17670000000000002
VULC4,18.0,13.13,2.75,1.829,0.0,1.863,4.41,11.49,5.23,11.88,9.84,0.1592,0.1393,0.19039999999999999,0.2091,2.65,0.0,1610780000.0,0.22,0.17670000000000002
VVAR11,14.58,-51.79,1.41,0.257,0.0,0.228,-2.2,3.64,-0.58,7.43,4.89,0.0707,-0.005,0.083,-0.027200000000000002,0.81,0.0,5505000000.0,1.69,0.0475
VVAR4,4.84,-51.58,1.41,0.256,0.0,0.227,-2.19,3.63,-0.58,7.42,4.88,0.0707,-0.005,0.083,-0.027200000000000002,0.81,0.0,5505000000.0,1.69,0.0475
VVAX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.44,-4.44,-0.0736,-0.3776,-0.0652,-0.9203,2.19,0.0,144676000.0,1.55,0.0
VVEO3,16.6,17.07,2.07,0.614,0.0245,0.575,1.95,9.61,-3.95,12.7,9.79,0.0639,0.0359,0.0888,0.1213,2.05,4601190.0,2292800000.0,1.3,0.0
WEGE3,38.5,41.55,11.63,5.677,0.0134,5.834,18.45,31.18,26.32,31.12,28.13,0.1821,0.1387,0.245,0.2799,1.81,358060000.0,13894500000.0,0.28,0.2656
WEGE4,16.1,17.38,4.86,2.374,0.0,2.44,7.72,13.04,11.01,12.98,11.73,0.1821,0.1387,0.245,0.2799,1.81,0.0,13894500000.0,0.28,0.2656
WEST3,1.03,-2.45,0.32,0.413,0.0,0.267,0.48,-1.49,0.56,0.22,0.29,-0.2771,-0.16899999999999998,-0.3039,-0.1322,6.77,637876.0,351390000.0,0.08,-0.0949
WHRL3,4.72,13.1,2.9,0.649,0.039599999999999996,0.876,13.73,9.19,-495.72,8.58,7.05,0.0706,0.049699999999999994,0.2138,0.2216,1.1,14789.6,2443420000.0,0.33,0.1447
WHRL4,4.94,13.71,3.04,0.679,0.0417,0.917,14.37,9.62,-518.82,9.01,7.4,0.0706,0.049699999999999994,0.2138,0.2216,1.1,37805.6,2443420000.0,0.33,0.1447
WISA3,0.2,-0.28,-0.01,0.175,0.0,0.023,-0.05,-0.25,-0.01,-19.21,-19.21,-0.7141,-0.6275,-0.0978,0.0239,0.18,0.0,-205386000.0,-0.52,-0.4866
WISA4,0.25,-0.35,-0.01,0.219,0.0,0.029,-0.06,-0.31,-0.01,-19.27,-19.27,-0.7141,-0.6275,-0.0978,0.0239,0.18,0.0,-205386000.0,-0.52,-0.4866
WIZS3,6.85,7.02,2.52,1.25,0.0858,0.55,-11.44,2.83,-1.66,2.91,2.53,0.4416,0.2493,0.2274,0.3593,0.79,13166300.0,434444000.0,0.62,0.1241
WLMM3,21.5,6.9,1.29,0.439,0.0437,1.06,2.52,6.73,3.09,6.09,5.89,0.0653,0.0636,0.1832,0.1875,5.14,201.26,605078000.0,0.02,0.282
WLMM4,22.6,7.26,1.36,0.462,0.045700000000000005,1.114,2.65,7.08,3.25,6.44,6.22,0.0653,0.0636,0.1832,0.1875,5.14,40081.0,605078000.0,0.02,0.282
WMBY3,25.39,-19.3,2.87,0.836,0.0,0.182,1.2,8.62,-1.5,25.02,25.02,0.09699999999999999,-0.0705,0.0239,-0.14859999999999998,1.44,0.0,212439000.0,6.51,-0.1448
WSON33,67.0,8.07,0.98,1.067,0.0,0.4,13.41,2.42,-0.89,5.08,5.08,0.4414,0.1358,0.18359999999999999,0.1217,1.26,0.0,2148530000.0,1.21,0.052300000000000006
YDUQ3,10.05,-65.58,1.03,0.688,0.0126,0.313,2.09,5.7,-0.77,13.31,5.82,0.1207,-0.0101,0.0669,-0.015700000000000002,2.07,79923100.0,3024090000.0,1.89,0.066
ZAMP3,5.62,-20.87,1.06,0.441,0.0,0.387,10.54,20.94,-1.01,28.1,4.33,0.021099999999999997,-0.021099999999999997,0.023,-0.0509,1.17,7961840.0,1456990000.0,0.74,0.0956
